-5.594952310164573728e-01,-4.824100397156814157e-01
-1.891100652997896869e-01,8.857923660641309205e-01
8.045613224135208519e-01,3.481247894114427588e-01
-9.591941964470471760e-01,-8.583956507278605041e-01
-1.991228638955155894e-01,-6.437019061653421748e-01
9.616356021203287252e-01,-2.830312342561869254e-01
-5.909708791932373195e-01,-4.676631878965225031e-01
1.695247468944471869e-02,-8.977242982805440086e-01
-2.650072494821746893e-01,-4.091266944141924711e-02
-9.627392277642778939e-01,6.486846758486397579e-01
-2.643215179838021012e-01,-7.723854522327213701e-01
5.420425668902031369e-01,-3.245088854799278444e-01
-8.786344159768952888e-01,-1.168761933912776385e-01
9.322429732429873273e-01,9.559078319342502184e-01
1.786324956941522935e-01,-1.708017285110310368e-01
5.245570910538885911e-01,-7.839764466824705735e-02
-3.649609644758426974e-01,-6.173697704367018257e-01
5.691413086453533943e-02,-3.903846803105097685e-01
-5.706344214529091019e-01,-6.570748235604941812e-01
-8.816377805921633559e-01,1.092354916982745117e-01
9.381271778747812817e-03,-9.742986304565934841e-01
7.916450862805040067e-01,-8.636955299570310274e-01
2.105121481552978402e-01,-9.685709624149627661e-01
2.608771150049666865e-01,6.886890874907298787e-01
-6.164407018151458750e-01,4.989308707050292835e-01
-3.654691547523329920e-01,-5.042421080171379799e-01
5.287104617080378155e-01,-2.808060865775969805e-01
-8.915677294845039125e-01,-2.161051572394006026e-01
6.572884627353074993e-01,9.497337358000597085e-01
9.224866607427282261e-01,-1.259268385943528301e-01
7.723942990678249743e-01,2.679271987720863724e-01
7.409791101781462164e-01,-9.482870561756684413e-01
5.416583293274170874e-01,-2.024582779317074532e-02
1.631444574237710388e-01,2.372111165994486015e-01
-8.998981441419549032e-01,-8.561647298481751545e-01
-3.116759174546284150e-01,5.493460355014945229e-01
7.832585577975437197e-01,8.977978205736547590e-01
4.724963130220183327e-01,-8.306469553460695820e-01
3.162535178720153883e-01,-3.280049561250168999e-01
-4.792410732900391768e-01,1.258111903957286337e-01
-4.717580756774351070e-01,5.799485427554662564e-01
1.866357525100172943e-01,-5.887841585537831879e-01
-2.603856943611460029e-01,-4.514986064348613937e-01
6.299231226175363574e-01,-7.756062479467507043e-01
3.652986236248390028e-01,-1.854740807775361322e-01
-1.799227226019721737e-01,9.752215341996801623e-01
6.243013718208774154e-01,-5.537152731541110651e-01
-4.202659521966347622e-01,3.696271827641637309e-01
1.735335837132158665e-01,-6.371962963124522261e-02
-1.001085272062267251e+02,-1.990275681563444152e+02
-1.369938677583564015e+02,-9.977230059179655886e-01
-6.217153458950748224e-01,6.938861233987787536e-01
2.746847054559311552e-01,-8.953985279323086743e-01
-8.684313578668159117e-01,1.722253719655197912e-01
-1.994629565163304221e+02,-1.969605494638590812e+02
-1.490681551216692071e+02,-1.996894388685145714e+02
-2.951491240350721910e+02,-2.481205938954857402e+02
-1.004393307360154211e+02,-1.994432819405118664e+02
9.212695499319494274e-01,8.872483139064128999e-01
-6.666389948602655657e-01,2.586520060091701545e-02
8.884157381021555722e-01,-3.968073687121964621e-01
7.915519155233943227e-01,4.079375413087087399e-01
-7.906363606221744611e-01,8.523937619341841465e-01
-2.726762448158331154e+02,-1.986864393351771128e+02
-2.208648531521324685e+02,-1.723853475558719879e+02
-2.083269989852070125e-01,-9.862555928991535836e+01
3.093192214913558225e-01,6.383213818461723754e-01
-1.582563290840739434e-01,2.631690335989267382e-01
5.046581463710786419e-01,-5.131447517815044268e-01
-1.994571769025517369e+02,-1.009376394274104882e+02
-2.597489978402912811e+02,-1.980543548797180051e+02
-9.964291942776110034e+01,-1.986985237776544295e+02
-6.120421392992489995e-01,-6.161538525730159144e-01
-1.704171614760583431e-01,-3.073312968127743794e-01
6.875619428621548845e-01,4.404552308919189585e-01
5.149067501564785765e-02,8.143490712122527508e-01
4.259080255438780771e-01,-6.837256202436909902e-01
-2.238776662429609043e-01,-1.500669308561677351e-01
3.714294238287707550e-02,-2.713711476006792633e-01
-4.896029013467684265e-02,8.332414132981285082e-01
3.751001572012941931e-01,9.980704361420327242e-01
1.008404618529443741e-01,-8.433044278883004008e-01
4.279539965232603826e-02,-3.961075239211169219e-01
2.651980925942143408e-01,6.773510567486653589e-01
-3.020953393868921477e-01,-2.255254236535735313e-01
2.632944712852004265e+00,-4.767097546314622747e+01
-1.211578168235674102e-01,3.135922143060672074e-01
-5.705919910644794424e-01,-6.271030481594539463e-01
-6.220373214248242633e-02,5.828196465010975214e-01
1.975686411165007428e-01,7.218484824220869900e-01
-5.947383984165044524e+01,-1.328729332806012451e+02
2.858620729689027584e+01,-5.880788557743898970e-01
-5.867163961516011028e+01,-1.583805284809557534e+01
9.838106569311817395e+01,-4.677239226279849049e+01
-3.282702904584962056e-01,-5.186002733929486741e-01
-8.443364068251166810e-01,-5.019859234178463137e-01
2.450535241997890967e-01,-3.009928931610166281e-01
-3.921434258003750895e-01,3.712144634517458019e-01
1.734979425949833232e+00,-5.996536961000746846e-01
9.830129927028231407e+01,-1.025786583696128389e+02
-5.715930854375722703e+01,-5.595854440304017885e+01
1.900690325412182302e+00,-4.943512472866737895e-01
2.009276510603577037e-01,-4.366747466467091332e-01
5.139453816434249589e-01,3.022595078196774754e-01
-3.424096873667947794e-01,8.396159450469320440e-01
-2.314980570260267356e+01,-4.822460442666079672e+01
-5.411646581510117926e+01,-1.481434141686760029e+02
-1.501218140980374187e+02,-1.465583599219916664e+02
3.720143304072305313e-01,-5.448871175077627527e-01
-4.744779508804020107e-01,-7.710089088910423438e-01
-7.217179098796235870e-01,9.655303742087426588e-01
-7.406246730615044793e-01,-6.296044740637853909e-01
-5.115856804059697449e-01,-3.663590827085272394e-01
7.815516331426022312e-01,-1.929929629209390374e-01
6.017046751534169680e-01,-8.700581837834384658e-01
7.037639260220329707e-01,-9.303437525935258634e-01
2.190015536166640686e-01,-4.525433209355214093e-01
-2.756901070602544301e-01,-9.409795531279379066e-01
-7.233220193437268630e-01,3.949388860145897073e-01
-8.372117264474741027e-01,-6.582783794711251080e-01
4.621504146587676054e-01,-1.962700102161549776e-01
5.298582106891869259e-02,-6.153704920776070786e-02
7.603919687819937767e-01,-8.130560818912109244e-01
3.282271085809194133e-01,3.167347303052812091e-01
-6.067409171234154908e-01,-5.717430176512361406e-01
-9.890035793151463750e-02,1.363912527295079169e-01
7.038882925821363656e+00,-9.369394820488752273e-01
2.736651541950302402e+01,-4.371923713237713116e-02
-3.548028486668428627e-01,3.578235426364071436e-01
-5.448097071175794781e-02,6.410081980883124420e-01
-2.915745612690008315e-01,-2.415456355440470659e-01
3.646059206138254627e-01,-2.854204534413016248e-01
2.290934406194344852e-02,-3.255987779644895497e-01
-1.230011339498238154e-01,9.664546982149611054e-01
5.856018656926762489e-01,-1.708053230249082510e-01
9.680369621745977327e+01,-5.466253543083789967e-01
6.788730023272653291e-01,-2.395441465634290523e+01
5.916753526094244986e-01,1.308684539746449715e-01
-1.198514540173332144e-01,4.515788326305083533e-01
-8.545157135056355990e-01,7.162207311356019179e-01
-9.101237080012163361e-01,8.841122236565321924e-01
-8.117109953577477111e-01,1.407967542648732140e+00
8.229896200524855487e+00,-4.871009211154557761e-01
-1.996663267071618009e+02,-1.403182095193522230e+02
-8.598012963955552479e-01,9.952151037740939454e-01
3.684943220081586812e-01,-4.987097987372450802e-01
-2.175198376428268965e-01,2.125706316619107028e-01
-4.593018670830273376e-01,4.456428427243683821e-01
5.950045635027700897e-01,1.324214688146161389e-01
1.634245347017688754e-01,5.846902266950291249e-01
-8.136748825593189682e-01,-5.052480496570299628e-02
3.387706143695299321e-01,-7.178488343784159564e-01
-4.871550526443435558e-02,2.030979365526393021e-01
9.910448590272746827e-02,1.602132532235385209e-01
1.651608957466865757e-01,7.808348233694639706e-01
6.853091729795792730e-01,9.722271163074143185e-01
-5.348105254348918258e-01,8.241973459864750939e-01
8.447592096249316729e-01,2.629086407735254927e-01
-3.845481590754253887e-01,-8.727459319864694365e-01
-8.315602021661243626e-01,6.095628550385703281e-01
-7.792089613815136317e-01,-1.241054257469880184e-01
1.298017203749168846e-01,-1.026162721022731983e-01
8.874241725333114061e-01,2.252471674774452204e-01
2.531484584530125925e-01,1.205839370436443403e-01
7.696554390902459186e-01,3.164925945509347027e-01
